Image Name,Image Path,bbox_coord,num_patch,bbox_format
26dc41664_000_000_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_000_image.jpg,[],0,cx_cy_w_h
26dc41664_000_001_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_001_image.jpg,[],0,cx_cy_w_h
26dc41664_000_002_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_002_image.jpg,[],0,cx_cy_w_h
26dc41664_000_003_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_003_image.jpg,[],0,cx_cy_w_h
26dc41664_000_004_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_004_image.jpg,[],0,cx_cy_w_h
26dc41664_000_006_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_006_image.jpg,[],0,cx_cy_w_h
26dc41664_000_007_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_007_image.jpg,[],0,cx_cy_w_h
26dc41664_000_008_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_008_image.jpg,[],0,cx_cy_w_h
26dc41664_000_009_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_009_image.jpg,[],0,cx_cy_w_h
26dc41664_000_010_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_010_image.jpg,[],0,cx_cy_w_h
26dc41664_000_011_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_011_image.jpg,[],0,cx_cy_w_h
26dc41664_000_012_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_012_image.jpg,[],0,cx_cy_w_h
26dc41664_000_013_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_013_image.jpg,[],0,cx_cy_w_h
26dc41664_000_014_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_014_image.jpg,[],0,cx_cy_w_h
26dc41664_000_015_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_015_image.jpg,[],0,cx_cy_w_h
26dc41664_000_016_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_016_image.jpg,[],0,cx_cy_w_h
26dc41664_000_017_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_017_image.jpg,[],0,cx_cy_w_h
26dc41664_000_018_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_018_image.jpg,[],0,cx_cy_w_h
26dc41664_000_019_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_019_image.jpg,[],0,cx_cy_w_h
26dc41664_000_020_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_020_image.jpg,[],0,cx_cy_w_h
26dc41664_000_021_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_021_image.jpg,[],0,cx_cy_w_h
26dc41664_000_022_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_022_image.jpg,[],0,cx_cy_w_h
26dc41664_000_023_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_023_image.jpg,[],0,cx_cy_w_h
26dc41664_000_024_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_024_image.jpg,[],0,cx_cy_w_h
26dc41664_000_025_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_025_image.jpg,[],0,cx_cy_w_h
26dc41664_000_026_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_000_026_image.jpg,[],0,cx_cy_w_h
26dc41664_001_000_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_000_image.jpg,[],0,cx_cy_w_h
26dc41664_001_001_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_001_image.jpg,[],0,cx_cy_w_h
26dc41664_001_002_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_002_image.jpg,[],0,cx_cy_w_h
26dc41664_001_003_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_003_image.jpg,[],0,cx_cy_w_h
26dc41664_001_008_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_008_image.jpg,[],0,cx_cy_w_h
26dc41664_001_009_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_009_image.jpg,[],0,cx_cy_w_h
26dc41664_001_010_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_010_image.jpg,[],0,cx_cy_w_h
26dc41664_001_011_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_011_image.jpg,[],0,cx_cy_w_h
26dc41664_001_012_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_012_image.jpg,[],0,cx_cy_w_h
26dc41664_001_013_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_013_image.jpg,[],0,cx_cy_w_h
26dc41664_001_014_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_014_image.jpg,[],0,cx_cy_w_h
26dc41664_001_015_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_015_image.jpg,[],0,cx_cy_w_h
26dc41664_001_016_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_016_image.jpg,[],0,cx_cy_w_h
26dc41664_001_017_image.jpg,/home/humanoid/datasets/Hubmap-kidney/train_patch_image/26dc41664_001_017_image.jpg,[],0,cx_cy_w_h
